tourney_id,tourney_name,surface,draw_size,tourney_level,tourney_date,match_num,winner_id,winner_seed,winner_entry,winner_name,winner_hand,winner_ht,winner_ioc,winner_age,winner_rank,winner_rank_points,score,best_of,round,minutes,w_ace,w_df,w_svpt,w_1stIn,w_1stWon,w_2ndWon,w_SvGms,w_bpSaved,w_bpFaced,won
2004-468,Estoril,Clay,32,A,20040412,13,103018,6,,Max Mirnyi,R,196,BLR,26.7679671458,29,1015,7-6(2) 6-3,3,R32,79,6,4,62,36,31,13,10,2,3,1
2004-468,Estoril,Clay,32,A,20040412,14,103789,,,Irakli Labadze,L,188,GEO,22.841889117,52,658,4-6 6-4 7-5,3,R32,169,5,8,119,78,54,20,16,17,20,1
2004-468,Estoril,Clay,32,A,20040412,15,104745,,,Rafael Nadal,L,185,ESP,17.8590006845,34,978,6-4 6-1,3,R32,66,3,5,53,33,24,11,9,1,2,1
2004-468,Estoril,Clay,32,A,20040412,16,104755,,,Richard Gasquet,R,185,FRA,17.8179329227,94,414,0-6 7-6(2) 7-6(5),3,R32,181,4,6,105,52,37,23,15,6,12,1
2004-468,Estoril,Clay,32,A,20040412,17,103812,,,Victor Hanescu,R,198,ROU,22.726899384,64,548,6-3 6-0,3,R16,63,1,0,61,39,31,11,8,7,7,1
2004-468,Estoril,Clay,32,A,20040412,18,104252,,Q,Florian Mayer,R,190,GER,20.5201916496,121,337,6-4 6-2,3,R16,72,4,3,47,25,21,14,9,2,3,1
2004-468,Estoril,Clay,32,A,20040412,19,103535,,,Olivier Patience,R,180,FRA,24.0492813142,126,315,6-3 6-2,3,R16,64,4,1,51,37,27,10,9,5,6,1
2004-468,Estoril,Clay,32,A,20040412,20,103428,5,,Juan Ignacio Chela,R,190,ARG,24.6187542779,26,1090,6-0 2-0 RET,3,R16,30,2,0,23,13,11,5,4,0,0,1
2004-468,Estoril,Clay,32,A,20040412,21,103498,8,,Marat Safin,R,193,RUS,24.2080766598,32,985,6-4 6-4,3,R16,76,4,3,59,31,24,16,10,0,1,1
2004-468,Estoril,Clay,32,A,20040412,22,103990,4,,Tommy Robredo,R,180,ESP,21.9493497604,20,1200,6-1 7-6(6),3,R16,88,3,1,67,36,25,17,9,4,6,1
2004-468,Estoril,Clay,32,A,20040412,23,103789,,,Irakli Labadze,L,188,GEO,22.841889117,52,658,6-3 6-3,3,R16,66,6,6,52,35,30,9,9,5,5,1
2004-468,Estoril,Clay,32,A,20040412,24,104745,,,Rafael Nadal,L,185,ESP,17.8590006845,34,978,6-4 3-6 6-2,3,R16,139,0,7,82,61,33,11,14,2,7,1
2004-468,Estoril,Clay,32,A,20040412,25,104252,,Q,Florian Mayer,R,190,GER,20.5201916496,121,337,6-4 6-3,3,QF,78,2,0,63,28,19,21,9,2,3,1
2004-468,Estoril,Clay,32,A,20040412,26,103428,5,,Juan Ignacio Chela,R,190,ARG,24.6187542779,26,1090,6-3 6-2,3,QF,80,1,1,46,20,16,15,8,2,3,1
2004-468,Estoril,Clay,32,A,20040412,27,103498,8,,Marat Safin,R,193,RUS,24.2080766598,32,985,7-6(2) 2-6 7-6(5),3,QF,147,3,5,119,53,39,31,16,11,17,1
2004-468,Estoril,Clay,32,A,20040412,28,103789,,,Irakli Labadze,L,188,GEO,22.841889117,52,658,W/O,3,QF,,,,,,,,,,,1
2004-468,Estoril,Clay,32,A,20040412,29,103428,5,,Juan Ignacio Chela,R,190,ARG,24.6187542779,26,1090,6-3 6-3,3,SF,82,2,1,72,46,30,12,9,7,9,1
2004-468,Estoril,Clay,32,A,20040412,30,103498,8,,Marat Safin,R,193,RUS,24.2080766598,32,985,2-3 RET,3,SF,23,1,1,16,10,6,2,2,2,3,1
2004-468,Estoril,Clay,32,A,20040412,31,103428,5,,Juan Ignacio Chela,R,190,ARG,24.6187542779,26,1090,6-7(2) 6-3 6-3,3,F,144,0,7,110,70,52,12,15,5,8,1
2004-325,Palermo,Clay,32,A,20040927,1,103454,1,,Nicolas Massu,R,183,CHI,24.9664613279,12,1595,6-3 6-2,3,R32,86,1,1,48,27,24,5,8,0,2,1
2004-325,Palermo,Clay,32,A,20040927,2,103808,,,Potito Starace,R,188,ITA,23.2060232717,80,497,7-6(6) 4-6 6-1,3,R32,113,2,1,96,75,56,11,15,4,6,1
2004-325,Palermo,Clay,32,A,20040927,3,102869,,Q,Galo Blanco,R,173,ESP,27.9698836413,160,259,2-6 6-2 6-2,3,R32,118,2,1,68,41,27,16,12,2,5,1
2004-325,Palermo,Clay,32,A,20040927,4,103835,5,,Filippo Volandri,R,183,ITA,23.06091718,45,775,6-2 6-3,3,R32,57,2,0,46,28,23,14,9,0,0,1
2004-325,Palermo,Clay,32,A,20040927,5,104269,3,,Fernando Verdasco,L,188,ESP,20.8678986995,38,848,6-2 4-6 6-2,3,R32,114,4,6,79,49,33,19,13,1,3,1
2004-325,Palermo,Clay,32,A,20040927,6,104338,,,Juan Monaco,R,185,ARG,20.4982888433,86,473,3-6 6-4 RET,3,R32,85,1,3,63,37,17,15,10,2,7,1
2004-325,Palermo,Clay,32,A,20040927,7,103133,,,Olivier Mutis,R,175,FRA,26.6502395619,113,372,6-4 6-3,3,R32,95,3,1,57,39,25,9,9,5,8,1
2004-325,Palermo,Clay,32,A,20040927,8,104745,6,,Rafael Nadal,L,185,ESP,18.3189596167,49,745,6-1 7-5,3,R32,69,0,1,52,33,25,9,10,0,2,1
2004-325,Palermo,Clay,32,A,20040927,9,103970,7,,David Ferrer,R,175,ESP,22.4887063655,51,739,2-6 6-1 6-4,3,R32,117,4,4,87,56,36,16,13,10,13,1
2004-325,Palermo,Clay,32,A,20040927,10,102231,,,Alex Calatrava,R,190,ESP,31.2881587953,88,468,6-1 6-0,3,R32,48,1,0,30,23,19,5,6,0,0,1
2004-325,Palermo,Clay,32,A,20040927,11,104043,,,Marc Lopez,R,175,ESP,22.160164271,151,278,6-2 6-2,3,R32,67,0,0,39,30,26,7,8,0,0,1
2004-325,Palermo,Clay,32,A,20040927,12,103786,4,,Nikolay Davydenko,R,178,RUS,23.3210130048,43,779,6-2 7-5,3,R32,79,2,2,51,29,23,14,10,1,2,1
2004-325,Palermo,Clay,32,A,20040927,13,104607,8,,Tomas Berdych,R,196,CZE,19.0280629706,55,713,6-7(5) 6-3 6-3,3,R32,168,7,2,111,65,46,20,15,6,9,1
2004-325,Palermo,Clay,32,A,20040927,14,104076,,,Jose Acasuso,R,190,ARG,21.9383983573,70,571,6-3 6-1,3,R32,56,4,2,39,23,21,11,8,0,0,1
2004-325,Palermo,Clay,32,A,20040927,15,104312,,WC,Andreas Seppi,R,190,ITA,20.5995893224,155,274,6-7(2) 6-2 6-4,3,R32,141,1,2,99,63,42,16,15,6,10,1
2004-325,Palermo,Clay,32,A,20040927,16,104019,,,Kristof Vliegen,R,193,BEL,22.2669404517,96,429,6-1 6-2,3,R32,37,7,0,36,22,19,13,8,0,0,1
2004-325,Palermo,Clay,32,A,20040927,17,103454,1,,Nicolas Massu,R,183,CHI,24.9664613279,12,1595,4-1 RET,3,R16,18,1,0,9,5,5,3,2,0,0,1
2004-325,Palermo,Clay,32,A,20040927,18,103835,5,,Filippo Volandri,R,183,ITA,23.06091718,45,775,6-2 6-1,3,R16,57,1,1,41,31,24,4,7,2,3,1
2004-325,Palermo,Clay,32,A,20040927,19,104338,,,Juan Monaco,R,185,ARG,20.4982888433,86,473,6-4 5-7 6-3,3,R16,140,3,0,88,64,44,17,16,1,3,1
2004-325,Palermo,Clay,32,A,20040927,20,103133,,,Olivier Mutis,R,175,FRA,26.6502395619,113,372,6-3 6-3,3,R16,86,1,1,63,35,26,17,9,7,7,1
2004-325,Palermo,Clay,32,A,20040927,21,103970,7,,David Ferrer,R,175,ESP,22.4887063655,51,739,3-6 7-6(2) 6-2,3,R16,148,2,5,103,58,45,22,14,9,11,1
2004-325,Palermo,Clay,32,A,20040927,22,103786,4,,Nikolay Davydenko,R,178,RUS,23.3210130048,43,779,6-1 6-4,3,R16,90,3,3,59,37,24,12,9,5,7,1
2004-325,Palermo,Clay,32,A,20040927,23,104607,8,,Tomas Berdych,R,196,CZE,19.0280629706,55,713,4-6 7-5 6-4,3,R16,137,4,4,94,61,50,12,16,4,6,1
2004-325,Palermo,Clay,32,A,20040927,24,104312,,WC,Andreas Seppi,R,190,ITA,20.5995893224,155,274,6-4 3-6 4-1 RET,3,R16,110,4,4,75,46,33,12,12,4,8,1
2004-325,Palermo,Clay,32,A,20040927,25,103835,5,,Filippo Volandri,R,183,ITA,23.06091718,45,775,6-3 3-6 6-4,3,QF,143,0,1,103,78,50,9,14,6,11,1
2004-325,Palermo,Clay,32,A,20040927,26,104338,,,Juan Monaco,R,185,ARG,20.4982888433,86,473,6-3 6-2,3,QF,71,3,1,56,38,27,12,9,5,6,1
2004-325,Palermo,Clay,32,A,20040927,27,103970,7,,David Ferrer,R,175,ESP,22.4887063655,51,739,6-2 2-6 6-4,3,QF,119,1,5,89,50,26,20,13,9,15,1
2004-325,Palermo,Clay,32,A,20040927,28,104607,8,,Tomas Berdych,R,196,CZE,19.0280629706,55,713,6-2 6-4,3,QF,63,4,1,43,22,20,12,9,0,1,1
2004-325,Palermo,Clay,32,A,20040927,29,103835,5,,Filippo Volandri,R,183,ITA,23.06091718,45,775,6-1 6-4,3,SF,64,0,2,53,34,24,12,9,2,3,1
2004-325,Palermo,Clay,32,A,20040927,30,104607,8,,Tomas Berdych,R,196,CZE,19.0280629706,55,713,7-5 6-4,3,SF,101,3,1,75,52,35,10,11,4,6,1
2004-325,Palermo,Clay,32,A,20040927,31,104607,8,,Tomas Berdych,R,196,CZE,19.0280629706,55,713,6-3 6-3,3,F,56,6,2,45,31,27,9,9,0,0,1
2004-328,Basel,Carpet,32,A,20041025,1,102539,,LL,Bohdan Ulihrach,R,188,CZE,29.6700889802,100,419,6-1 RET,3,R32,23,2,1,21,13,12,4,4,0,0,1
2004-328,Basel,Carpet,32,A,20041025,2,102730,,WC,Ivo Heuberger,R,188,SUI,28.681724846,127,349,6-2 6-3,3,R32,62,3,0,43,26,21,12,8,1,1,1
2004-328,Basel,Carpet,32,A,20041025,3,103151,,,Mariano Zabaleta,R,183,ARG,26.6557152635,52,735,7-6(7) 5-7 7-6(4),3,R32,147,11,1,118,88,71,18,18,4,5,1
2004-328,Basel,Carpet,32,A,20041025,4,103454,7,,Nicolas Massu,R,183,CHI,25.0431211499,18,1270,6-3 6-2,3,R32,85,6,2,45,18,18,14,8,1,2,1
2004-328,Basel,Carpet,32,A,20041025,5,103900,4,,David Nalbandian,R,180,ARG,22.8145106092,10,1875,6-4 6-3,3,R32,79,4,3,50,31,24,11,9,2,3,1
2004-328,Basel,Carpet,32,A,20041025,6,102434,,,Vincent Spadea,R,183,USA,30.2696783025,21,1215,6-3 4-0 RET,3,R32,71,1,0,55,29,20,16,7,5,5,1
2004-328,Basel,Carpet,32,A,20041025,7,103843,,WC,Marco Chiudinelli,R,185,SUI,23.1238877481,139,312,6-3 6-3,3,R32,71,9,1,58,38,32,11,9,2,2,1
2004-328,Basel,Carpet,32,A,20041025,8,102783,6,,Rainer Schuettler,R,180,GER,28.501026694,23,1205,6-3 6-4,3,R32,98,4,2,64,30,23,19,10,5,7,1
2004-328,Basel,Carpet,32,A,20041025,9,103592,,Q,Jerome Haehnel,R,185,FRA,24.2819986311,109,393,6-3 6-4,3,R32,53,6,0,48,35,31,9,10,0,0,1
2004-328,Basel,Carpet,32,A,20041025,10,103344,,,Ivan Ljubicic,R,193,CRO,25.6043805613,24,1200,6-3 6-4,3,R32,78,10,0,54,31,26,15,10,2,2,1
2004-328,Basel,Carpet,32,A,20041025,11,102905,,,Stefan Koubek,L,175,AUT,27.8110882957,73,527,6-7(7) 6-4 6-3,3,R32,122,4,3,97,59,43,25,15,3,4,1
2004-328,Basel,Carpet,32,A,20041025,12,103292,3,,Gaston Gaudio,R,175,ARG,25.87816564,9,1950,7-6(4) 6-4,3,R32,88,3,1,67,45,32,17,11,0,0,1
2004-328,Basel,Carpet,32,A,20041025,13,103990,5,,Tommy Robredo,R,180,ESP,22.4859685147,12,1535,7-6(6) 5-7 6-4,3,R32,167,12,4,142,85,63,24,17,10,13,1
2004-328,Basel,Carpet,32,A,20041025,14,102562,,,Jiri Novak,R,190,CZE,29.5961670089,20,1225,6-2 6-3,3,R32,52,5,1,61,40,31,11,9,2,2,1
2004-328,Basel,Carpet,32,A,20041025,15,103325,,Q,Wesley Moodie,R,196,RSA,25.6947296372,170,240,6-4 6-4,3,R32,74,13,2,57,36,30,11,10,1,1,1
2004-328,Basel,Carpet,32,A,20041025,16,102450,2,,Tim Henman,R,185,GBR,30.135523614,4,2735,6-3 6-4,3,R32,75,9,3,55,29,24,17,10,0,0,1
2004-328,Basel,Carpet,32,A,20041025,17,102539,,LL,Bohdan Ulihrach,R,188,CZE,29.6700889802,100,419,6-1 6-4,3,R16,67,4,1,49,32,26,11,9,0,0,1
2004-328,Basel,Carpet,32,A,20041025,18,103454,7,,Nicolas Massu,R,183,CHI,25.0431211499,18,1270,6-2 6-4,3,R16,67,4,0,46,27,24,12,9,0,0,1
2004-328,Basel,Carpet,32,A,20041025,19,103900,4,,David Nalbandian,R,180,ARG,22.8145106092,10,1875,6-4 6-4,3,R16,76,4,0,57,34,27,15,10,0,0,1
2004-328,Basel,Carpet,32,A,20041025,20,102783,6,,Rainer Schuettler,R,180,GER,28.501026694,23,1205,7-6(4) 6-2,3,R16,91,5,3,63,35,26,14,10,0,2,1
2004-328,Basel,Carpet,32,A,20041025,21,103344,,,Ivan Ljubicic,R,193,CRO,25.6043805613,24,1200,6-3 3-6 6-3,3,R16,100,14,2,77,45,34,21,14,0,1,1
2004-328,Basel,Carpet,32,A,20041025,22,102905,,,Stefan Koubek,L,175,AUT,27.8110882957,73,527,6-1 1-6 6-3,3,R16,102,2,2,95,46,29,28,12,12,14,1
2004-328,Basel,Carpet,32,A,20041025,23,102562,,,Jiri Novak,R,190,CZE,29.5961670089,20,1225,W/O,3,R16,,,,,,,,,,,1
2004-328,Basel,Carpet,32,A,20041025,24,102450,2,,Tim Henman,R,185,GBR,30.135523614,4,2735,7-6(2) 6-7(0) 6-4,3,R16,170,11,3,106,69,55,22,17,1,1,1
2004-328,Basel,Carpet,32,A,20041025,25,103454,7,,Nicolas Massu,R,183,CHI,25.0431211499,18,1270,6-2 7-6(4),3,QF,87,6,2,56,35,28,15,10,2,3,1
2004-328,Basel,Carpet,32,A,20041025,26,103900,4,,David Nalbandian,R,180,ARG,22.8145106092,10,1875,4-6 7-6(5) 6-3,3,QF,134,2,5,110,58,38,25,16,6,12,1
2004-328,Basel,Carpet,32,A,20041025,27,102905,,,Stefan Koubek,L,175,AUT,27.8110882957,73,527,2-6 7-5 7-5,3,QF,123,10,1,92,65,49,17,16,8,10,1
2004-328,Basel,Carpet,32,A,20041025,28,102562,,,Jiri Novak,R,190,CZE,29.5961670089,20,1225,7-6(5) 7-5,3,QF,99,1,2,86,54,37,16,12,4,6,1
2004-328,Basel,Carpet,32,A,20041025,29,103900,4,,David Nalbandian,R,180,ARG,22.8145106092,10,1875,6-3 6-4,3,SF,78,4,3,68,46,32,9,10,2,4,1
2004-328,Basel,Carpet,32,A,20041025,30,102562,,,Jiri Novak,R,190,CZE,29.5961670089,20,1225,6-4 6-0,3,SF,51,3,2,46,27,18,13,8,2,3,1
2004-328,Basel,Carpet,32,A,20041025,31,102562,,,Jiri Novak,R,190,CZE,29.5961670089,20,1225,5-7 6-3 6-4 1-6 6-2,5,F,182,7,1,147,97,67,21,23,5,10,1
2004-329,Tokyo,Hard,48,A,20041004,1,102300,,WC,Gouichi Motomura,R,173,JPN,30.7761806982,315,97,6-4 6-3,3,R64,77,2,4,62,30,22,17,9,2,4,1
2004-329,Tokyo,Hard,48,A,20041004,2,102863,,WC,Takao Suzuki,R,175,JPN,28.038329911,231,160,7-6(6) 7-6(4),3,R64,102,18,3,75,51,44,15,12,3,4,1
2004-329,Tokyo,Hard,48,A,20041004,3,102143,,,Nicolas Thomann,R,183,FRA,31.8466803559,480,44,7-6(2) 7-6(0),3,R64,87,12,0,72,45,39,19,12,1,1,1
2004-329,Tokyo,Hard,48,A,20041004,4,102925,,,Justin Gimelstob,R,196,USA,27.6878850103,222,171,6-6(2) RET,3,R64,55,3,3,34,16,13,10,6,0,1,1
2004-329,Tokyo,Hard,48,A,20041004,5,103248,,,Harel Levy,R,185,ISR,26.1656399726,187,213,7-6(1) 7-6(1),3,R64,91,6,0,79,53,40,15,12,6,8,1
2004-329,Tokyo,Hard,48,A,20041004,6,103843,,Q,Marco Chiudinelli,R,185,SUI,23.0663928816,148,286,4-6 6-3 6-4,3,R64,144,1,5,85,52,36,18,14,0,3,1
2004-329,Tokyo,Hard,48,A,20041004,7,103581,,,Flavio Saretta,R,183,BRA,24.2683093771,115,371,6-3 6-4,3,R64,62,8,3,51,34,27,11,10,0,1,1
2004-329,Tokyo,Hard,48,A,20041004,8,104198,,,Guillermo Garcia Lopez,R,188,ESP,21.3360711841,128,334,6-4 2-6 6-3,3,R64,106,6,4,75,46,34,16,14,0,3,1
2004-329,Tokyo,Hard,48,A,20041004,9,102306,,Q,Michael Kohlmann,R,188,GER,30.7296372348,300,104,7-5 6-2,3,R64,71,2,2,51,34,30,8,10,0,1,1
2004-329,Tokyo,Hard,48,A,20041004,10,102539,,,Bohdan Ulihrach,R,188,CZE,29.6125941136,140,294,6-4 6-1,3,R64,75,2,1,55,37,28,12,9,3,3,1
2004-329,Tokyo,Hard,48,A,20041004,11,103403,,WC,Takahiro Terachi,R,,JPN,25.2429842574,329,89,6-1 6-3,3,R64,57,1,1,50,30,23,10,8,3,4,1
2004-329,Tokyo,Hard,48,A,20041004,12,103451,,Q,Bjorn Phau,R,175,GER,25.0020533881,207,190,6-4 6-1,3,R64,61,5,3,54,24,18,17,9,2,4,1
2004-329,Tokyo,Hard,48,A,20041004,13,102720,,,Tomas Zib,R,178,CZE,28.6762491444,129,331,6-3 6-4,3,R64,80,6,1,48,30,27,13,10,0,0,1
2004-329,Tokyo,Hard,48,A,20041004,14,101885,,,Wayne Arthurs,L,190,AUS,33.5496235455,98,423,6-4 7-5,3,R64,77,15,4,59,42,37,8,11,3,4,1
2004-329,Tokyo,Hard,48,A,20041004,15,104166,,,Alex Bogomolov Jr,R,178,RUS,21.4510609172,101,409,6-3 3-6 7-6(2),3,R64,131,6,3,95,62,49,17,15,5,7,1
2004-329,Tokyo,Hard,48,A,20041004,16,104499,,Q,Jimmy Wang,R,178,TPE,19.65229295,175,229,6-3 7-6(1),3,R64,88,4,1,69,46,32,16,11,5,7,1
2004-329,Tokyo,Hard,48,A,20041004,17,103720,1,,Lleyton Hewitt,R,180,AUS,23.6084873374,3,3055,6-0 3-6 6-1,3,R32,95,10,5,64,28,20,21,11,0,2,1
2004-329,Tokyo,Hard,48,A,20041004,18,102863,,WC,Takao Suzuki,R,175,JPN,28.038329911,231,160,7-6(4) 3-6 7-5,3,R32,145,5,6,116,67,47,20,17,4,10,1
2004-329,Tokyo,Hard,48,A,20041004,19,102642,9,,Cyril Saulnier,R,190,FRA,29.1362080767,64,599,2-6 6-1 6-4,3,R32,89,21,2,72,42,35,13,13,0,3,1
2004-329,Tokyo,Hard,48,A,20041004,20,102563,8,,Thomas Johansson,R,180,SWE,29.5331964408,43,788,6-4 6-4,3,R32,80,5,5,65,33,26,17,10,2,3,1
2004-329,Tokyo,Hard,48,A,20041004,21,103387,4,,Paradorn Srichaphan,R,185,THA,25.3086926762,21,1245,2-6 7-6(3) 6-4,3,R32,121,7,3,107,64,43,24,15,5,8,1
2004-329,Tokyo,Hard,48,A,20041004,22,103843,,Q,Marco Chiudinelli,R,185,SUI,23.0663928816,148,286,6-4 7-6(3),3,R32,88,6,6,87,49,38,19,11,5,6,1
2004-329,Tokyo,Hard,48,A,20041004,23,103672,11,,Ricardo Mello,L,175,BRA,23.7864476386,60,630,5-7 6-2 7-6(5),3,R32,150,4,2,101,74,50,10,16,6,12,1
2004-329,Tokyo,Hard,48,A,20041004,24,102562,5,,Jiri Novak,R,190,CZE,29.5386721424,28,1085,7-5 6-2,3,R32,79,11,0,52,37,31,7,10,1,2,1
2004-329,Tokyo,Hard,48,A,20041004,25,102306,,Q,Michael Kohlmann,R,188,GER,30.7296372348,300,104,4-6 7-6(2) 6-3,3,R32,122,2,2,87,68,51,13,15,1,3,1
2004-329,Tokyo,Hard,48,A,20041004,26,102539,,,Bohdan Ulihrach,R,188,CZE,29.6125941136,140,294,6-3 7-6(5),3,R32,78,5,0,58,34,23,13,10,0,3,1
2004-329,Tokyo,Hard,48,A,20041004,27,102998,13,,Jan Michael Gambill,R,190,USA,27.3374401095,79,505,7-6(5) 6-1,3,R32,86,12,2,61,36,28,15,9,3,4,1
2004-329,Tokyo,Hard,48,A,20041004,28,103451,,Q,Bjorn Phau,R,175,GER,25.0020533881,207,190,6-2 6-1,3,R32,49,9,0,45,29,21,13,8,1,1,1
2004-329,Tokyo,Hard,48,A,20041004,29,103758,7,,Taylor Dent,R,188,USA,23.446954141,55,685,6-3 6-4,3,R32,63,9,4,53,32,28,15,10,1,1,1
2004-329,Tokyo,Hard,48,A,20041004,30,102703,10,,Hyung Taik Lee,R,180,KOR,28.7529089665,69,562,6-2 7-6(2),3,R32,75,2,1,59,44,37,9,10,1,1,1
2004-329,Tokyo,Hard,48,A,20041004,31,104180,16,,Gilles Muller,L,193,LUX,21.4072553046,78,507,6-3 6-1,3,R32,57,5,2,42,24,16,12,8,0,1,1
2004-329,Tokyo,Hard,48,A,20041004,32,103900,2,,David Nalbandian,R,180,ARG,22.7570157426,10,1615,3-6 7-6(4) 6-2,3,R32,153,10,4,108,66,47,19,14,7,10,1
2004-329,Tokyo,Hard,48,A,20041004,33,103720,1,,Lleyton Hewitt,R,180,AUS,23.6084873374,3,3055,6-7(3) 6-2 6-4,3,R16,113,14,2,81,48,42,22,15,0,0,1
2004-329,Tokyo,Hard,48,A,20041004,34,102642,9,,Cyril Saulnier,R,190,FRA,29.1362080767,64,599,6-7(6) 7-6(3) 7-6(5),3,R16,176,17,7,145,88,64,29,18,13,16,1
2004-329,Tokyo,Hard,48,A,20041004,35,103387,4,,Paradorn Srichaphan,R,185,THA,25.3086926762,21,1245,6-3 4-1 RET,3,R16,63,6,0,39,23,19,9,7,0,0,1
2004-329,Tokyo,Hard,48,A,20041004,36,102562,5,,Jiri Novak,R,190,CZE,29.5386721424,28,1085,6-1 6-2,3,R16,55,7,1,52,37,28,7,8,4,4,1
2004-329,Tokyo,Hard,48,A,20041004,37,102539,,,Bohdan Ulihrach,R,188,CZE,29.6125941136,140,294,6-4 6-2,3,R16,69,1,2,59,35,27,12,9,2,3,1
2004-329,Tokyo,Hard,48,A,20041004,38,103451,,Q,Bjorn Phau,R,175,GER,25.0020533881,207,190,7-6(1) 2-6 6-2,3,R16,109,5,6,83,43,35,15,14,4,9,1
2004-329,Tokyo,Hard,48,A,20041004,39,103758,7,,Taylor Dent,R,188,USA,23.446954141,55,685,7-6(4) 5-7 6-3,3,R16,121,15,4,108,62,48,25,17,5,8,1
2004-329,Tokyo,Hard,48,A,20041004,40,104180,16,,Gilles Muller,L,193,LUX,21.4072553046,78,507,7-6(4) 3-6 6-4,3,R16,138,16,2,87,56,43,15,15,5,8,1
2004-329,Tokyo,Hard,48,A,20041004,41,103720,1,,Lleyton Hewitt,R,180,AUS,23.6084873374,3,3055,7-5 6-1,3,QF,80,9,4,68,36,29,18,10,5,5,1
2004-329,Tokyo,Hard,48,A,20041004,42,102562,5,,Jiri Novak,R,190,CZE,29.5386721424,28,1085,6-4 6-4,3,QF,64,3,1,57,46,35,8,10,2,2,1
2004-329,Tokyo,Hard,48,A,20041004,43,102539,,,Bohdan Ulihrach,R,188,CZE,29.6125941136,140,294,7-5 6-4,3,QF,90,1,6,88,53,36,17,11,5,7,1
2004-329,Tokyo,Hard,48,A,20041004,44,103758,7,,Taylor Dent,R,188,USA,23.446954141,55,685,6-4 4-6 6-2,3,QF,95,10,3,84,57,47,13,14,5,6,1
2004-329,Tokyo,Hard,48,A,20041004,45,102562,5,,Jiri Novak,R,190,CZE,29.5386721424,28,1085,6-4 4-6 6-2,3,SF,96,3,1,80,52,39,15,14,2,4,1
2004-329,Tokyo,Hard,48,A,20041004,46,103758,7,,Taylor Dent,R,188,USA,23.446954141,55,685,4-6 6-4 6-1,3,SF,85,12,3,78,54,43,13,14,2,3,1
2004-329,Tokyo,Hard,48,A,20041004,47,102562,5,,Jiri Novak,R,190,CZE,29.5386721424,28,1085,5-7 6-1 6-3,3,F,105,1,0,76,51,31,18,14,1,4,1
2004-429,Stockholm,Hard,32,A,20041025,1,101736,1,,Andre Agassi,R,180,USA,34.4914442163,7,2365,6-2 6-4,3,R32,64,3,2,61,44,31,8,9,2,3,1
2004-429,Stockholm,Hard,32,A,20041025,2,102035,,,Jonas Bjorkman,R,183,SWE,32.59137577,55,695,4-6 6-4 6-4,3,R32,124,7,1,91,55,39,27,15,5,6,1
2004-429,Stockholm,Hard,32,A,20041025,3,103171,,,Raemon Sluiter,R,185,NED,26.5352498289,88,457,6-3 6-4,3,R32,70,9,1,47,29,27,14,10,0,0,1
2004-429,Stockholm,Hard,32,A,20041025,4,104269,8,,Fernando Verdasco,L,188,ESP,20.9445585216,36,918,6-2 2-1 RET,3,R32,36,6,0,25,14,12,8,5,0,0,1
2004-429,Stockholm,Hard,32,A,20041025,5,103163,4,,Tommy Haas,R,188,GER,26.5626283368,22,1205,7-6(5) 6-4,3,R32,88,3,3,77,43,34,15,11,7,8,1
2004-429,Stockholm,Hard,32,A,20041025,6,102202,,WC,Kenneth Carlsen,L,190,DEN,31.523613963,79,503,6-0 6-1,3,R32,50,3,1,35,21,17,7,6,0,0,1
2004-429,Stockholm,Hard,32,A,20041025,7,103694,,,Olivier Rochus,R,168,BEL,23.7672826831,75,520,6-3 6-2,3,R32,63,1,0,44,32,28,6,8,1,1,1
2004-429,Stockholm,Hard,32,A,20041025,8,104386,,Q,Janko Tipsarevic,R,180,SRB,20.3422313484,126,350,3-6 7-5 6-1,3,R32,92,11,2,74,36,29,23,14,0,2,1
2004-429,Stockholm,Hard,32,A,20041025,9,104417,6,,Robin Soderling,R,193,SWE,20.1971252567,41,860,7-6(4) 6-3,3,R32,85,6,1,59,35,29,13,10,1,2,1
2004-429,Stockholm,Hard,32,A,20041025,10,102563,,,Thomas Johansson,R,180,SWE,29.5906913073,42,816,7-6(4) 7-6(1),3,R32,116,6,0,87,47,40,20,12,7,8,1
2004-429,Stockholm,Hard,32,A,20041025,11,103420,,Q,Michal Tabara,R,175,CZE,25.2073921971,119,362,6-0 6-4,3,R32,63,3,4,64,30,23,16,8,6,7,1
2004-429,Stockholm,Hard,32,A,20041025,12,102318,3,,Andrei Pavel,R,183,ROU,30.7433264887,13,1460,6-4 7-6(4),3,R32,92,7,0,74,44,36,15,11,3,5,1
2004-429,Stockholm,Hard,32,A,20041025,13,103852,5,,Feliciano Lopez,L,188,ESP,23.0965092402,27,1095,7-6(5) 7-5,3,R32,90,8,3,77,40,33,24,12,1,1,1
2004-429,Stockholm,Hard,32,A,20041025,14,104453,,WC,Michael Ryderstedt,L,188,SWE,19.9507186858,239,156,6-4 6-4,3,R32,78,5,1,55,30,24,15,10,1,2,1
2004-429,Stockholm,Hard,32,A,20041025,15,102998,,,Jan Michael Gambill,R,190,USA,27.394934976,92,440,7-6(5) 3-6 6-2,3,R32,132,19,1,99,74,50,11,14,3,5,1
2004-429,Stockholm,Hard,32,A,20041025,16,104026,2,,Joachim Johansson,R,198,SWE,22.3189596167,11,1580,6-4 6-2,3,R32,61,12,0,42,32,28,8,9,0,0,1
